County,FIPS,Democrats,Republicans,Libertarians,Green,NoLabels,Constitution,JusticeForAll,WeThePeople,Unaffiliated,White,Black,AmericanIndian,NativeHawaiian,Asian,Multiracial,Undesignated,Other,Hispanic,Male,Female,UnDisclosedGender,Total,Week Ending
TRANSYLVANIA,175,5604,8432,154,3,14,0,0,0,11952,23303,727,50,1,88,75,1599,316,268,11431,13180,1548,26159,05/18/2024
TYRRELL,177,987,460,8,0,1,0,0,0,840,1407,636,3,0,20,5,180,45,42,1009,1098,189,2296,05/18/2024
UNION,179,39743,70503,1179,47,175,0,0,0,66398,124678,19847,523,11,4205,785,19758,8238,9108,76415,84794,16836,178045,05/18/2024
VANCE,181,15978,5007,104,7,29,0,0,0,7043,11269,13945,60,1,91,104,1980,718,774,11562,14786,1820,28168,05/18/2024
WAKE,183,285886,176120,6307,262,888,0,0,0,351647,503245,147032,2119,58,34222,5478,87081,41875,36496,346729,398014,76367,821110,05/18/2024
WARREN,185,7756,2313,42,1,16,0,0,0,3137,5494,6248,528,2,26,46,744,177,132,5689,6830,746,13265,05/18/2024
WASHINGTON,187,4490,1404,24,0,1,0,0,0,1987,3598,3708,9,0,18,17,469,87,65,3323,4137,446,7906,05/18/2024
WATAUGA,189,11235,12390,399,47,11,0,0,0,20121,38554,841,62,10,375,456,3118,787,1268,19061,22100,3042,44203,05/18/2024
WAYNE,191,26547,25520,442,16,160,0,0,0,21678,41308,23239,134,4,521,339,5198,3620,3220,31265,37605,5493,74363,05/18/2024
WILKES,193,6685,24157,209,5,31,0,0,0,12975,38531,1585,47,0,132,118,2841,808,990,19499,21543,3020,44062,05/18/2024
WILSON,195,24657,13938,249,10,73,0,0,0,16307,27041,21835,116,0,284,170,3749,2039,1972,23068,29051,3115,55234,05/18/2024
YADKIN,197,2914,14127,138,4,16,0,0,0,7635,21603,726,23,1,59,37,1609,776,1019,11129,12172,1533,24834,05/18/2024
YANCEY,199,3676,5391,86,2,15,0,0,0,5080,13004,75,25,1,27,26,947,145,158,6420,6998,832,14250,05/18/2024
ALAMANCE,001,36909,36556,694,25,51,0,0,0,39108,73628,23444,258,10,1076,672,9551,4704,6055,47317,57318,8708,113343,05/25/2024
ALEXANDER,003,4095,12154,113,3,18,0,0,0,8720,22004,960,35,1,154,37,1539,373,511,11383,12155,1565,25103,05/25/2024
ALLEGHANY,005,1726,3369,43,0,6,0,0,0,2843,7096,74,7,0,6,15,650,139,241,3561,3826,600,7987,05/25/2024
ANSON,007,8746,3118,57,2,14,0,0,0,4136,6807,6450,31,1,97,22,2478,187,141,6124,7392,2557,16073,05/25/2024
ASHE,009,3701,9231,106,2,10,0,0,0,7126,18550,118,24,2,52,18,1191,221,335,9078,10011,1087,20176,05/25/2024
AVERY,011,1294,7351,64,1,10,0,0,0,4104,11639,63,19,0,25,19,939,120,117,5735,6279,810,12824,05/25/2024
BEAUFORT,013,10210,13021,132,3,25,0,0,0,11151,24163,7199,41,2,61,68,2264,744,709,14796,17371,2375,34542,05/25/2024
BERTIE,015,7612,1701,38,1,2,0,0,0,3223,4576,7076,19,1,32,18,785,70,56,5242,6552,783,12577,05/25/2024
BLADEN,017,9083,5467,89,2,11,0,0,0,7709,12535,7442,402,3,23,91,1350,515,612,9746,11487,1128,22361,05/25/2024
BRUNSWICK,019,27118,53133,714,18,78,0,0,0,50392,109415,8972,385,9,522,253,9688,2209,2109,55902,64756,10795,131453,05/25/2024
BUNCOMBE,021,72790,45233,1666,121,258,0,0,0,90987,175498,10311,350,47,1591,999,16520,5739,5564,90116,105474,15465,211055,05/25/2024
BURKE,023,12440,23564,359,8,27,0,0,0,22391,49120,3057,89,1,948,128,4069,1377,1419,25780,28740,4269,58789,05/25/2024
CABARRUS,025,43551,51301,1223,68,187,0,0,0,58771,97412,31472,397,10,3554,742,14601,6913,7439,65119,76384,13598,155101,05/25/2024
CALDWELL,027,9229,26473,371,5,32,0,0,0,17550,45882,2545,73,0,185,134,3905,936,1164,23759,26330,3571,53660,05/25/2024
CAMDEN,029,1408,3219,75,0,12,0,0,0,3791,6970,935,10,1,35,18,381,155,64,3893,4181,431,8505,05/25/2024
CARTERET,031,9255,25967,357,7,36,0,0,0,20887,48920,2226,105,7,297,136,4068,750,749,24520,27764,4225,56509,05/25/2024
CASWELL,033,5931,4283,62,2,7,0,0,0,4962,9455,4540,23,1,30,49,933,216,236,6684,7610,953,15247,05/25/2024
CATAWBA,035,20060,48305,673,19,140,0,0,0,42545,86863,8737,145,4,2541,343,8593,4516,4974,48811,54340,8591,111742,05/25/2024
CHATHAM,037,20980,14374,328,14,51,0,0,0,25101,44652,5858,125,3,1063,255,6883,2009,2358,25054,29168,6626,60848,05/25/2024
CHEROKEE,039,3275,11957,151,1,9,0,0,0,7890,21693,247,117,1,88,32,872,233,247,10985,11821,477,23283,05/25/2024
CHOWAN,041,3623,3180,43,1,10,0,0,0,3555,6802,2858,13,5,16,24,577,117,92,4520,5516,376,10412,05/25/2024
CLAY,043,1373,4774,61,0,2,0,0,0,3613,9222,42,16,0,17,10,438,78,91,4489,4928,406,9823,05/25/2024
CLEVELAND,045,19661,26048,410,13,52,0,0,0,21473,47105,13304,89,4,314,221,5453,1167,1086,28844,33462,5351,67657,05/25/2024
COLUMBUS,047,13869,10821,114,4,6,0,0,0,11425,21957,10215,942,4,63,85,2380,593,562,15575,18416,2248,36239,05/25/2024
CRAVEN,049,19874,28248,595,21,101,0,0,0,27359,53039,14258,181,8,1195,285,4862,2370,2219,32658,38769,4771,76198,05/25/2024
CUMBERLAND,051,86665,48913,1830,82,304,0,0,0,75068,86157,84860,2346,69,3442,2071,20714,13203,13830,85727,106734,20401,212862,05/25/2024
CURRITUCK,053,3349,10224,218,4,35,0,0,0,10402,20970,1196,47,3,104,75,1371,466,261,11129,11775,1328,24232,05/25/2024
DARE,055,7464,11408,258,10,25,0,0,0,14020,30008,558,37,1,127,62,1802,590,359,14955,16460,1770,33185,05/25/2024
DAVIDSON,057,21181,55933,706,18,139,0,0,0,38052,92187,10694,244,6,864,263,8809,2962,3317,50392,57107,8530,116029,05/25/2024
DAVIE,059,4642,16589,159,10,49,0,0,0,11247,27500,1939,45,0,143,80,2313,676,887,14497,16151,2048,32696,05/25/2024
DUPLIN,061,10675,9897,131,9,27,0,0,0,10676,18345,8072,72,1,69,135,3102,1619,2420,13324,15608,2483,31415,05/25/2024
DURHAM,063,124143,23289,1188,77,243,0,0,0,85695,113270,72967,568,38,8553,2676,26618,9945,11748,92547,117701,24387,234635,05/25/2024
EDGECOMBE,065,20324,6584,105,4,36,0,0,0,6997,11939,19178,57,2,46,113,2110,605,631,13821,18141,2088,34050,05/25/2024
FORSYTH,067,96736,70638,1675,88,278,0,0,0,93955,158601,65018,511,29,3409,1517,23585,10700,13722,108019,133108,22243,263370,05/25/2024
FRANKLIN,069,16725,16243,387,9,49,0,0,0,18552,32902,11984,140,3,313,192,4705,1726,1952,21769,24966,5230,51965,05/25/2024
GASTON,071,40316,60726,1179,36,327,0,0,0,54573,109009,27778,331,6,1376,655,12503,5499,6213,67008,78841,11308,157157,05/25/2024
GATES,073,3407,2130,37,2,8,0,0,0,2667,5136,2446,15,0,11,40,519,84,55,3596,4096,559,8251,05/25/2024
GRAHAM,075,1073,3076,33,0,1,0,0,0,1900,5517,9,261,1,19,5,229,42,40,2853,3023,207,6083,05/25/2024
GRANVILLE,077,15839,11006,219,7,55,0,0,0,13379,23044,11466,77,3,180,193,4256,1286,1213,16462,19069,4974,40505,05/25/2024
GREENE,079,4785,2521,28,1,13,0,0,0,3532,5928,3747,12,0,17,24,673,479,522,4707,5611,562,10880,05/25/2024
GUILFORD,081,154474,88277,2213,100,305,0,0,0,131300,193042,125367,945,27,9730,2681,30131,14746,14248,158015,196993,21661,376669,05/25/2024
HALIFAX,083,20265,4849,102,3,42,0,0,0,10478,13689,18345,1038,5,172,137,1940,413,312,15271,18574,1894,35739,05/25/2024
HARNETT,085,23892,30959,803,32,128,0,0,0,30356,53308,17587,472,17,659,505,8978,4644,5481,35910,42130,8130,86170,05/25/2024
HAYWOOD,087,11855,16152,308,14,25,0,0,0,17494,42312,472,117,0,153,97,2160,537,626,20666,23520,1662,45848,05/25/2024
HENDERSON,089,16998,32060,619,28,74,0,0,0,39395,77393,2375,145,10,537,387,5868,2459,2974,38282,45488,5404,89174,05/25/2024
HERTFORD,091,8755,1562,38,2,9,0,0,0,3374,4438,8263,93,2,41,57,702,144,99,5667,7412,661,13740,05/25/2024
HOKE,093,13743,7461,311,16,26,0,0,0,12073,13198,12672,1964,16,348,249,2810,2373,2468,14577,17381,1672,33630,05/25/2024
HYDE,095,1352,676,16,0,0,0,0,0,1123,2372,568,0,0,1,9,173,44,67,1412,1592,163,3167,05/25/2024
IREDELL,097,27190,57068,897,29,125,0,0,0,53294,107784,14883,220,5,1519,446,9468,4278,4952,61219,67794,9590,138603,05/25/2024
JACKSON,099,8281,8437,252,16,12,0,0,0,12675,24349,614,1524,6,238,185,2108,649,773,12959,14518,2196,29673,05/25/2024
JOHNSTON,101,39847,57582,1214,47,324,0,0,0,56518,104498,25939,435,16,950,645,16158,6891,8975,67375,77532,10625,155532,05/25/2024
JONES,103,2465,2366,35,0,10,0,0,0,2338,4461,2033,13,1,20,23,563,100,110,3097,3546,571,7214,05/25/2024
LEE,105,12367,11998,289,9,35,0,0,0,14815,25347,7317,139,6,258,270,3718,2458,3485,16579,19815,3119,39513,05/25/2024
LENOIR,107,16317,10480,148,12,77,0,0,0,10903,18780,14671,64,7,102,126,3348,839,892,15337,19246,3354,37937,05/25/2024
LINCOLN,109,11674,32049,432,15,62,0,0,0,23386,56939,3638,89,2,323,151,4805,1671,2151,30041,32663,4914,67618,05/25/2024
MACON,113,4928,12559,197,3,10,0,0,0,10979,26271,203,66,0,119,62,1406,549,604,13274,14917,485,28676,05/25/2024
MADISON,115,4870,4795,117,11,22,0,0,0,7111,15169,127,27,0,48,44,1309,202,193,7426,7998,1502,16926,05/25/2024
MARTIN,117,7566,3505,52,2,4,0,0,0,4795,8527,6259,28,0,24,51,830,205,193,6662,8443,819,15924,05/25/2024
MCDOWELL,111,5475,13109,184,6,32,0,0,0,11053,27040,819,35,1,139,128,1120,577,642,13559,14994,1306,29859,05/25/2024
MECKLENBURG,119,322235,155665,5948,274,992,0,0,0,302708,403857,240153,2072,64,22744,5091,71445,42396,45735,330787,397292,59743,787822,05/25/2024
MITCHELL,121,1041,6485,44,3,6,0,0,0,3639,10063,41,12,1,15,14,979,93,145,4968,5449,801,11218,05/25/2024
MONTGOMERY,123,5018,6312,84,2,14,0,0,0,5622,11919,2943,45,1,183,44,1283,634,836,7497,8448,1107,17052,05/25/2024
MOORE,125,14897,31018,626,14,49,0,0,0,28495,60389,7410,356,6,638,227,3888,2185,1832,32991,38724,3384,75099,05/25/2024
NASH,127,28210,19420,311,8,90,0,0,0,19393,34027,26141,349,4,338,283,4378,1912,1891,28447,34744,4241,67432,05/25/2024
NORTHAMPTON,131,7649,1564,38,4,12,0,0,0,3379,5023,6912,35,0,7,20,560,89,68,5474,6540,632,12646,05/25/2024
ONSLOW,133,24111,48055,1812,34,179,0,0,0,52240,85919,19192,473,37,1743,835,11454,6778,7926,54007,62277,10147,126431,05/25/2024
ORANGE,135,50212,13275,556,30,47,0,0,0,44639,75361,11495,234,2,5160,1034,11297,4176,4366,44687,53043,11029,108759,05/25/2024
PAMLICO,137,2759,4157,61,5,8,0,0,0,3286,8001,1420,27,0,40,16,657,115,121,4566,5105,605,10276,05/25/2024
PASQUOTANK,139,10925,7666,218,7,36,0,0,0,11106,16914,9907,40,2,157,168,2087,683,439,12841,15052,2065,29958,05/25/2024
